map,result,ally1,ally2,ally3,enemy1,enemy2,enemy3,timestamp
15000293,1,16000002,16000067,16000012,16000070,16000026,16000087,20260406T170823.000Z
15000293,1,16000103,16000063,16000002,16000070,16000030,16000044,20260406T165900.000Z
15000293,1,16000103,16000063,16000002,16000070,16000030,16000044,20260406T165720.000Z
15000050,0,16000095,16000011,16000004,16000103,16000102,16000010,20260406T165210.000Z
15000050,0,16000095,16000011,16000004,16000103,16000102,16000010,20260406T165011.000Z
15000050,1,16000095,16000011,16000004,16000103,16000102,16000010,20260406T164843.000Z
15000010,0,16000005,16000012,16000084,16000081,16000014,16000063,20260406T164421.000Z
15000010,0,16000005,16000012,16000084,16000081,16000014,16000063,20260406T164234.000Z
15000011,0,16000102,16000005,16000012,16000001,16000091,16000063,20260406T163822.000Z
15000011,0,16000102,16000005,16000012,16000001,16000091,16000063,20260406T163623.000Z
15000115,1,16000023,16000050,16000030,16000071,16000035,16000040,20260405T173947.000Z
15000115,1,16000023,16000050,16000030,16000071,16000035,16000040,20260405T173744.000Z
15000019,1,16000001,16000081,16000065,16000050,16000012,16000014,20260406T181421.000Z
15000072,0,16000012,16000026,16000099,16000075,16000079,16000065,20260331T094103.000Z
15000072,0,16000012,16000026,16000099,16000075,16000079,16000065,20260331T093935.000Z
15000007,0,16000063,16000005,16000002,16000023,16000014,16000044,20260331T093550.000Z
15000007,1,16000063,16000005,16000002,16000023,16000014,16000044,20260331T093247.000Z
15000007,0,16000063,16000005,16000002,16000023,16000014,16000044,20260331T093057.000Z
15000703,1,16000062,16000064,16000093,16000023,16000075,16000099,20260406T113552.000Z
15000703,1,16000062,16000064,16000093,16000023,16000075,16000099,20260406T113358.000Z
15000143,1,16000045,16000070,16000083,16000001,16000017,16000012,20260406T140934.000Z
15000143,1,16000045,16000070,16000083,16000001,16000017,16000012,20260406T140703.000Z
15000143,0,16000045,16000070,16000083,16000001,16000017,16000012,20260406T140358.000Z
15000011,1,16000089,16000000,16000029,16000012,16000004,16000095,20260406T135906.000Z
15000011,1,16000089,16000000,16000029,16000012,16000004,16000095,20260406T135725.000Z
15000022,1,16000099,16000012,16000089,16000064,16000021,16000079,20260406T135314.000Z
15000022,1,16000099,16000012,16000089,16000064,16000021,16000079,20260406T135111.000Z
15000053,1,16000030,16000004,16000026,16000096,16000008,16000070,20260406T134642.000Z
15000053,1,16000030,16000004,16000026,16000096,16000008,16000070,20260406T134502.000Z
15000053,0,16000030,16000004,16000026,16000096,16000008,16000070,20260406T134214.000Z
15000306,1,16000012,16000087,16000099,16000077,16000014,16000092,20260406T133654.000Z
15000306,1,16000012,16000087,16000099,16000077,16000014,16000092,20260406T133517.000Z
15000548,0,16000046,16000047,16000015,16000036,16000003,16000061,20260406T133118.000Z
15000548,0,16000046,16000047,16000015,16000036,16000003,16000061,20260406T132927.000Z
15000300,1,16000023,16000014,16000099,16000044,16000041,16000085,20260406T131059.000Z
15000300,1,16000023,16000014,16000099,16000044,16000041,16000085,20260406T130853.000Z
15000082,1,16000087,16000019,16000025,16000089,16000011,16000012,20260406T130459.000Z
15000082,1,16000087,16000019,16000025,16000089,16000011,16000012,20260406T130241.000Z
15000368,1,16000047,16000064,16000021,16000005,16000077,16000003,20260406T125814.000Z
15000368,1,16000047,16000064,16000021,16000005,16000077,16000003,20260406T125633.000Z
15000022,0,16000021,16000061,16000015,16000003,16000046,16000023,20260405T192944.000Z
15000022,0,16000021,16000061,16000015,16000003,16000046,16000023,20260405T192730.000Z
15000022,0,16000015,16000079,16000001,16000021,16000036,16000061,20260404T204759.000Z
15000022,0,16000015,16000079,16000001,16000021,16000036,16000061,20260404T204540.000Z
15000022,1,16000015,16000079,16000001,16000021,16000036,16000061,20260404T204321.000Z
15000132,0,16000001,16000012,16000045,16000083,16000005,16000004,20260404T203835.000Z
15000132,0,16000001,16000012,16000045,16000083,16000005,16000004,20260404T203653.000Z
15000053,1,16000077,16000007,16000081,16000014,16000098,16000059,20260406T151148.000Z
15000053,1,16000077,16000007,16000081,16000014,16000098,16000059,20260406T150939.000Z
15000053,0,16000077,16000007,16000081,16000014,16000098,16000059,20260406T150823.000Z
15000118,0,16000005,16000023,16000070,16000012,16000059,16000099,20260406T151341.000Z
15000118,0,16000005,16000023,16000070,16000012,16000059,16000099,20260406T151136.000Z
15000132,0,16000004,16000097,16000023,16000002,16000001,16000025,20260406T150247.000Z
15000132,0,16000004,16000097,16000023,16000002,16000001,16000025,20260406T150056.000Z
15000132,1,16000004,16000097,16000023,16000002,16000001,16000025,20260406T145802.000Z
15000368,1,16000102,16000023,16000005,16000048,16000012,16000099,20260406T145312.000Z
15000368,1,16000102,16000023,16000005,16000048,16000012,16000099,20260406T145120.000Z
15000368,0,16000102,16000023,16000005,16000048,16000012,16000099,20260406T144938.000Z
15000050,0,16000012,16000004,16000023,16000026,16000001,16000083,20260406T141753.000Z
15000050,0,16000012,16000004,16000023,16000026,16000001,16000083,20260406T141415.000Z
15000703,1,16000044,16000005,16000003,16000021,16000046,16000047,20260406T140957.000Z
15000703,1,16000044,16000005,16000003,16000021,16000046,16000047,20260406T140704.000Z
15000440,0,16000003,16000099,16000070,16000023,16000021,16000098,20260406T140251.000Z
15000440,0,16000003,16000099,16000070,16000023,16000021,16000098,20260406T140126.000Z
15000083,0,16000003,16000012,16000042,16000046,16000098,16000023,20260406T135703.000Z
15000083,0,16000003,16000012,16000042,16000046,16000098,16000023,20260406T135455.000Z
15000025,1,16000005,16000006,16000083,16000059,16000030,16000077,20260406T131532.000Z
15000025,1,16000005,16000006,16000083,16000059,16000030,16000077,20260406T131242.000Z
15000019,1,16000039,16000001,16000005,16000012,16000014,16000003,20260406T130615.000Z
15000019,1,16000039,16000001,16000005,16000012,16000014,16000003,20260406T130327.000Z
15000292,0,16000023,16000097,16000102,16000044,16000012,16000030,20260406T124759.000Z
15000292,0,16000023,16000097,16000102,16000044,16000012,16000030,20260406T124524.000Z
15000143,1,16000012,16000046,16000102,16000011,16000040,16000025,20260406T123918.000Z
15000143,0,16000012,16000046,16000102,16000011,16000040,16000025,20260406T123753.000Z
15000143,1,16000012,16000046,16000102,16000011,16000040,16000025,20260406T123404.000Z
15000143,1,16000000,16000012,16000067,16000102,16000030,16000026,20260406T154326.000Z
15000143,1,16000000,16000012,16000067,16000102,16000030,16000026,20260406T154136.000Z
15000143,0,16000000,16000012,16000067,16000102,16000030,16000026,20260406T153924.000Z
15000115,1,16000085,16000038,16000059,16000063,16000023,16000011,20260406T153338.000Z
15000115,0,16000085,16000038,16000059,16000063,16000023,16000011,20260406T153005.000Z
15000115,1,16000085,16000038,16000059,16000063,16000023,16000011,20260406T152734.000Z
15000019,1,16000073,16000063,16000103,16000059,16000019,16000078,20260406T152116.000Z
15000019,0,16000073,16000063,16000103,16000059,16000019,16000078,20260406T151827.000Z
15000019,1,16000073,16000063,16000103,16000059,16000019,16000078,20260406T151547.000Z
15000118,1,16000023,16000026,16000103,16000001,16000012,16000034,20260406T151104.000Z
15000118,1,16000023,16000026,16000103,16000001,16000012,16000034,20260406T150917.000Z
15001021,0,16000044,16000011,16000012,16000023,16000099,16000102,20260406T150600.000Z
15001021,1,16000044,16000011,16000012,16000023,16000099,16000102,20260406T150312.000Z
15001021,0,16000044,16000011,16000012,16000023,16000099,16000102,20260406T150022.000Z
15000143,0,16000063,16000001,16000026,16000038,16000102,16000012,20260406T184641.000Z
15000018,1,16000001,16000012,16000059,16000094,16000003,16000099,20260406T184245.000Z
15000018,1,16000001,16000012,16000059,16000094,16000003,16000099,20260406T183956.000Z
15000011,1,16000102,16000070,16000012,16000089,16000063,16000005,20260406T183332.000Z
15000011,1,16000102,16000070,16000012,16000089,16000063,16000005,20260406T183146.000Z
15000368,1,16000061,16000036,16000046,16000003,16000074,16000065,20260406T170946.000Z
15000368,1,16000061,16000036,16000046,16000003,16000074,16000065,20260406T170728.000Z
15000132,1,16000023,16000103,16000063,16000030,16000005,16000047,20260406T152412.000Z
15000132,1,16000023,16000103,16000063,16000030,16000005,16000047,20260406T152255.000Z
15000083,1,16000102,16000099,16000059,16000003,16000087,16000094,20260406T151659.000Z
15000083,1,16000102,16000099,16000059,16000003,16000087,16000094,20260406T151446.000Z
15000010,0,16000030,16000012,16000004,16000061,16000077,16000023,20260406T150943.000Z
15000010,1,16000030,16000012,16000004,16000061,16000077,16000023,20260406T150744.000Z
15000010,0,16000030,16000012,16000004,16000061,16000077,16000023,20260406T150600.000Z
15000022,0,16000021,16000036,16000032,16000042,16000023,16000029,20260406T150008.000Z
15000022,0,16000021,16000036,16000032,16000042,16000023,16000029,20260406T145826.000Z
15000548,1,16000099,16000079,16000012,16000021,16000047,16000042,20260406T145402.000Z
15000548,1,16000099,16000079,16000012,16000021,16000047,16000042,20260406T145218.000Z
15000548,0,16000099,16000079,16000012,16000021,16000047,16000042,20260406T145033.000Z
15000368,0,16000037,16000079,16000099,16000004,16000023,16000042,20260406T144529.000Z
15000368,1,16000037,16000079,16000099,16000004,16000023,16000042,20260406T144405.000Z
15000368,0,16000037,16000079,16000099,16000004,16000023,16000042,20260406T144120.000Z
15000011,1,16000102,16000017,16000005,16000012,16000025,16000059,20260406T143433.000Z
15000011,1,16000102,16000017,16000005,16000012,16000025,16000059,20260406T143140.000Z
15000306,0,16000098,16000023,16000025,16000081,16000012,16000063,20260406T142615.000Z
15000306,0,16000098,16000023,16000025,16000081,16000012,16000063,20260406T142414.000Z
15000050,1,16000004,16000045,16000005,16000089,16000001,16000059,20260406T141234.000Z
15000050,1,16000004,16000045,16000005,16000089,16000001,16000059,20260406T141131.000Z
15000072,1,16000103,16000079,16000015,16000005,16000001,16000046,20260406T140404.000Z
15000072,1,16000103,16000079,16000015,16000005,16000001,16000046,20260406T140232.000Z
15000083,1,16000102,16000005,16000042,16000094,16000103,16000061,20260406T135646.000Z
15000083,1,16000102,16000005,16000042,16000094,16000103,16000061,20260406T135428.000Z
15000019,1,16000078,16000025,16000079,16000019,16000081,16000012,20260406T165556.000Z
15000019,0,16000078,16000025,16000079,16000019,16000081,16000012,20260406T165316.000Z
15000019,1,16000078,16000025,16000079,16000019,16000081,16000012,20260406T165034.000Z
15000368,1,16000042,16000061,16000021,16000097,16000064,16000015,20260406T164426.000Z
15000368,1,16000042,16000061,16000021,16000097,16000064,16000015,20260406T164221.000Z
15000010,1,16000012,16000099,16000059,16000005,16000081,16000014,20260406T125015.000Z
15000010,1,16000012,16000099,16000059,16000005,16000081,16000014,20260406T124806.000Z
15000010,0,16000012,16000099,16000059,16000005,16000081,16000014,20260406T124551.000Z
15000072,1,16000079,16000094,16000012,16000036,16000046,16000003,20260406T124117.000Z
15000072,1,16000079,16000094,16000012,16000036,16000046,16000003,20260406T123829.000Z
15000053,1,16000008,16000012,16000075,16000001,16000002,16000078,20260406T123324.000Z
15000053,1,16000008,16000012,16000075,16000001,16000002,16000078,20260406T123132.000Z
15000011,1,16000095,16000063,16000061,16000070,16000005,16000012,20260406T122449.000Z
15000011,1,16000095,16000063,16000061,16000070,16000005,16000012,20260406T122257.000Z
15000011,0,16000095,16000063,16000061,16000070,16000005,16000012,20260406T122107.000Z
15000306,1,16000023,16000103,16000012,16000083,16000102,16000026,20260406T121618.000Z
15000306,0,16000023,16000103,16000012,16000083,16000102,16000026,20260406T121418.000Z
15000306,1,16000023,16000103,16000012,16000083,16000102,16000026,20260406T121159.000Z
15000050,1,16000001,16000099,16000005,16000025,16000023,16000004,20260406T095012.000Z
15000050,0,16000001,16000099,16000005,16000025,16000023,16000004,20260406T094800.000Z
15000050,1,16000001,16000099,16000005,16000025,16000023,16000004,20260406T094603.000Z
15000115,1,16000014,16000040,16000012,16000023,16000017,16000050,20260406T150105.000Z
15000115,1,16000014,16000040,16000012,16000023,16000017,16000050,20260406T145906.000Z
15000022,1,16000012,16000001,16000036,16000014,16000015,16000046,20260406T145415.000Z
15000022,1,16000012,16000001,16000036,16000014,16000015,16000046,20260406T145210.000Z
15000022,0,16000012,16000001,16000036,16000014,16000015,16000046,20260406T145027.000Z
15000306,1,16000002,16000022,16000005,16000081,16000006,16000073,20260406T144505.000Z
15000306,1,16000002,16000022,16000005,16000081,16000006,16000073,20260406T144307.000Z
15000010,1,16000004,16000026,16000014,16000070,16000040,16000017,20260406T143802.000Z
15000010,1,16000004,16000026,16000014,16000070,16000040,16000017,20260406T143624.000Z
15000053,1,16000002,16000030,16000004,16000026,16000007,16000014,20260406T142659.000Z
15000053,1,16000002,16000030,16000004,16000026,16000007,16000014,20260406T142420.000Z
15000292,1,16000038,16000014,16000005,16000072,16000050,16000025,20260406T140355.000Z
15000292,1,16000038,16000014,16000005,16000072,16000050,16000025,20260406T140132.000Z
15000548,1,16000056,16000042,16000054,16000061,16000103,16000003,20260406T135550.000Z
15000548,1,16000056,16000042,16000054,16000061,16000103,16000003,20260406T135423.000Z
15000019,1,16000005,16000056,16000001,16000103,16000065,16000025,20260406T112559.000Z
15000019,1,16000005,16000056,16000001,16000103,16000065,16000025,20260406T112310.000Z
15000019,1,16000019,16000014,16000005,16000065,16000094,16000079,20260406T095045.000Z
15000019,1,16000019,16000014,16000005,16000065,16000094,16000079,20260406T094855.000Z
15000300,1,16000028,16000026,16000077,16000001,16000030,16000070,20260405T171315.000Z
15000082,1,16000098,16000103,16000012,16000045,16000025,16000048,20260404T131624.000Z
15000082,1,16000098,16000103,16000012,16000045,16000025,16000048,20260404T131450.000Z
15000132,1,16000005,16000001,16000035,16000030,16000020,16000066,20260404T131049.000Z
15000132,1,16000005,16000001,16000035,16000030,16000020,16000066,20260404T130935.000Z
15000300,1,16000079,16000098,16000023,16000028,16000103,16000012,20260404T130522.000Z
15000300,0,16000079,16000098,16000023,16000028,16000103,16000012,20260404T130316.000Z
15000300,1,16000079,16000098,16000023,16000028,16000103,16000012,20260404T130050.000Z
15000548,1,16000023,16000001,16000079,16000036,16000061,16000042,20260404T125529.000Z
15000548,1,16000023,16000001,16000079,16000036,16000061,16000042,20260404T125224.000Z
15000306,0,16000035,16000030,16000026,16000011,16000098,16000004,20260404T124828.000Z
15000306,0,16000035,16000030,16000026,16000011,16000098,16000004,20260404T124656.000Z
15000050,0,16000023,16000103,16000008,16000002,16000004,16000059,20260406T184321.000Z
15000050,1,16000023,16000103,16000008,16000002,16000004,16000059,20260406T184125.000Z
15000050,0,16000023,16000103,16000008,16000002,16000004,16000059,20260406T184010.000Z
15000143,0,16000094,16000103,16000063,16000023,16000098,16000011,20260406T174029.000Z
15000143,0,16000094,16000103,16000063,16000023,16000098,16000011,20260406T173832.000Z
15000143,1,16000094,16000103,16000063,16000023,16000098,16000011,20260406T173735.000Z
15000082,1,16000097,16000023,16000098,16000011,16000086,16000005,20260406T165741.000Z
15000082,1,16000097,16000023,16000098,16000011,16000086,16000005,20260406T165601.000Z
15000050,1,16000099,16000011,16000002,16000028,16000074,16000004,20260406T165145.000Z
15000050,0,16000099,16000011,16000002,16000028,16000074,16000004,20260406T164800.000Z
15000050,1,16000099,16000011,16000002,16000028,16000074,16000004,20260406T164511.000Z
15000368,1,16000102,16000002,16000042,16000011,16000061,16000064,20260406T163944.000Z
15000368,1,16000102,16000002,16000042,16000011,16000061,16000064,20260406T163850.000Z
15000019,0,16000079,16000019,16000099,16000001,16000012,16000075,20260406T163432.000Z
15000019,0,16000079,16000019,16000099,16000001,16000012,16000075,20260406T163256.000Z
15000019,1,16000079,16000019,16000099,16000001,16000012,16000075,20260406T163011.000Z
15000306,0,16000030,16000011,16000045,16000008,16000097,16000044,20260406T162411.000Z
15000306,0,16000030,16000011,16000045,16000008,16000097,16000044,20260406T162241.000Z
15000072,1,16000099,16000036,16000078,16000015,16000023,16000079,20260406T161550.000Z
15000300,1,16000101,16000002,16000099,16000011,16000023,16000083,20260406T161153.000Z
15000300,1,16000101,16000002,16000099,16000011,16000023,16000083,20260406T161020.000Z
15000300,0,16000101,16000002,16000099,16000011,16000023,16000083,20260406T160820.000Z
15000050,0,16000045,16000005,16000002,16000012,16000008,16000083,20260406T160351.000Z
15000050,0,16000045,16000005,16000002,16000012,16000008,16000083,20260406T160103.000Z
15000022,1,16000094,16000021,16000079,16000042,16000100,16000015,20260406T105005.000Z
15000022,1,16000094,16000021,16000079,16000042,16000100,16000015,20260406T104832.000Z
15000440,0,16000093,16000090,16000023,16000063,16000022,16000049,20260406T104318.000Z
15000440,0,16000093,16000090,16000023,16000063,16000022,16000049,20260406T104041.000Z
15000306,1,16000005,16000023,16000012,16000063,16000014,16000083,20260406T103305.000Z
15000306,1,16000005,16000023,16000012,16000063,16000014,16000083,20260406T103121.000Z
15000018,0,16000099,16000056,16000036,16000079,16000095,16000001,20260406T102135.000Z
15000018,1,16000099,16000056,16000036,16000079,16000095,16000001,20260406T101846.000Z
15000018,0,16000099,16000056,16000036,16000079,16000095,16000001,20260406T101558.000Z
15000007,1,16000023,16000004,16000035,16000038,16000049,16000020,20260406T073025.000Z
15000007,1,16000023,16000004,16000035,16000038,16000049,16000020,20260406T072818.000Z
15000007,1,16000012,16000070,16000014,16000075,16000038,16000030,20260406T072503.000Z
15000007,1,16000012,16000070,16000014,16000075,16000038,16000030,20260406T072318.000Z
15000132,1,16000092,16000103,16000059,16000063,16000030,16000023,20260406T095431.000Z
15000132,1,16000092,16000103,16000059,16000063,16000030,16000023,20260406T095115.000Z
15000292,1,16000011,16000059,16000098,16000002,16000083,16000014,20260406T094237.000Z
15000292,1,16000011,16000059,16000098,16000002,16000083,16000014,20260406T094109.000Z
15000292,0,16000011,16000059,16000098,16000002,16000083,16000014,20260406T093939.000Z
15000005,1,16000021,16000015,16000066,16000061,16000046,16000036,20260406T093435.000Z
15000005,1,16000021,16000015,16000066,16000061,16000046,16000036,20260406T093224.000Z
15000005,1,16000021,16000061,16000015,16000011,16000027,16000042,20260406T092719.000Z
15000005,1,16000021,16000061,16000015,16000011,16000027,16000042,20260406T092501.000Z
15001021,1,16000093,16000012,16000044,16000001,16000074,16000063,20260406T160900.000Z
15001021,1,16000093,16000012,16000044,16000001,16000074,16000063,20260406T160730.000Z
15001021,0,16000093,16000012,16000044,16000001,16000074,16000063,20260406T160453.000Z
15000703,1,16000097,16000042,16000005,16000061,16000003,16000046,20260403T233520.000Z
15000703,1,16000097,16000042,16000005,16000061,16000003,16000046,20260403T233329.000Z
15000010,1,16000059,16000099,16000020,16000095,16000074,16000063,20260403T232852.000Z
15000010,1,16000059,16000099,16000020,16000095,16000074,16000063,20260403T232704.000Z
15000011,1,16000059,16000044,16000102,16000004,16000063,16000040,20260403T232227.000Z
15000011,1,16000059,16000044,16000102,16000004,16000063,16000040,20260403T231936.000Z
15000011,0,16000063,16000085,16000083,16000102,16000074,16000023,20260403T231047.000Z
15000011,0,16000063,16000085,16000083,16000102,16000074,16000023,20260403T230817.000Z
15000011,1,16000063,16000085,16000083,16000102,16000074,16000023,20260403T230626.000Z
15000368,0,16000099,16000098,16000004,16000079,16000015,16000042,20260403T225932.000Z
15000368,0,16000099,16000098,16000004,16000079,16000015,16000042,20260403T225702.000Z
15000007,1,16000081,16000012,16000029,16000002,16000004,16000089,20260403T225130.000Z
15000007,1,16000081,16000012,16000029,16000002,16000004,16000089,20260403T224936.000Z
15000118,0,16000004,16000077,16000001,16000063,16000006,16000030,20260404T091129.000Z
15000118,0,16000004,16000077,16000001,16000063,16000006,16000030,20260404T090914.000Z
15000293,1,16000082,16000089,16000066,16000005,16000002,16000004,20260403T071446.000Z
15000293,1,16000082,16000089,16000066,16000005,16000002,16000004,20260403T071227.000Z
15000293,0,16000082,16000089,16000066,16000005,16000002,16000004,20260403T071019.000Z
15000440,1,16000011,16000005,16000077,16000103,16000048,16000065,20260406T174618.000Z
15000440,1,16000011,16000005,16000077,16000103,16000048,16000065,20260406T174251.000Z
15000072,0,16000019,16000099,16000042,16000053,16000056,16000094,20260406T173815.000Z
15000072,0,16000019,16000099,16000042,16000053,16000056,16000094,20260406T173537.000Z
15000115,0,16000083,16000005,16000063,16000038,16000014,16000021,20260406T173327.000Z
15000115,1,16000083,16000005,16000063,16000038,16000014,16000021,20260406T173124.000Z
15000115,0,16000083,16000005,16000063,16000038,16000014,16000021,20260406T172815.000Z
15000007,1,16000017,16000011,16000023,16000030,16000103,16000026,20260406T172337.000Z
15000007,1,16000017,16000011,16000023,16000030,16000103,16000026,20260406T172117.000Z
15000007,0,16000017,16000011,16000023,16000030,16000103,16000026,20260406T171853.000Z
15000082,1,16000012,16000075,16000005,16000031,16000019,16000047,20260406T171310.000Z
15000082,1,16000012,16000075,16000005,16000031,16000019,16000047,20260406T171101.000Z
15000010,0,16000012,16000034,16000030,16000002,16000040,16000089,20260406T170615.000Z
15000010,0,16000012,16000034,16000030,16000002,16000040,16000089,20260406T170434.000Z
15000118,1,16000012,16000075,16000030,16000009,16000023,16000063,20260406T165922.000Z
15000118,1,16000012,16000075,16000030,16000009,16000023,16000063,20260406T165601.000Z
15000018,0,16000012,16000014,16000001,16000005,16000083,16000103,20260406T165041.000Z
15000018,0,16000012,16000014,16000001,16000005,16000083,16000103,20260406T164854.000Z
15000548,1,16000012,16000021,16000092,16000046,16000061,16000023,20260406T164306.000Z
15000548,0,16000012,16000021,16000092,16000046,16000061,16000023,20260406T164048.000Z
15000548,1,16000012,16000021,16000092,16000046,16000061,16000023,20260406T163913.000Z
15000132,1,16000012,16000001,16000030,16000035,16000023,16000014,20260406T163043.000Z
15000132,1,16000012,16000001,16000030,16000035,16000023,16000014,20260406T162755.000Z
15000132,1,16000012,16000002,16000030,16000057,16000005,16000023,20260406T162259.000Z
15000132,1,16000012,16000002,16000030,16000057,16000005,16000023,20260406T162049.000Z
15000050,1,16000012,16000077,16000030,16000004,16000063,16000005,20260406T161655.000Z
15000050,1,16000012,16000077,16000030,16000004,16000063,16000005,20260406T161412.000Z
15000082,1,16000012,16000081,16000074,16000025,16000005,16000019,20260406T160827.000Z
15000082,1,16000012,16000081,16000074,16000025,16000005,16000019,20260406T160630.000Z
15000022,0,16000012,16000005,16000023,16000061,16000079,16000021,20260406T160114.000Z
15000022,0,16000012,16000005,16000023,16000061,16000079,16000021,20260406T155855.000Z
15000022,1,16000012,16000005,16000023,16000061,16000079,16000021,20260406T155636.000Z
15000300,1,16000012,16000011,16000052,16000005,16000092,16000022,20260406T155210.000Z
15000300,0,16000012,16000011,16000052,16000005,16000092,16000022,20260406T154946.000Z
15000300,1,16000012,16000011,16000052,16000005,16000092,16000022,20260406T154753.000Z
15000132,1,16000057,16000025,16000103,16000012,16000063,16000011,20260406T184659.000Z
15000132,1,16000057,16000025,16000103,16000012,16000063,16000011,20260406T184443.000Z
15000132,0,16000057,16000025,16000103,16000012,16000063,16000011,20260406T184313.000Z
15000022,0,16000001,16000065,16000012,16000098,16000036,16000042,20260406T183632.000Z
15000022,1,16000001,16000065,16000012,16000098,16000036,16000042,20260406T183413.000Z
15000022,0,16000001,16000065,16000012,16000098,16000036,16000042,20260406T183155.000Z
15000293,1,16000089,16000102,16000002,16000074,16000063,16000026,20260406T182705.000Z
15000293,1,16000089,16000102,16000002,16000074,16000063,16000026,20260406T182518.000Z
15000293,0,16000089,16000102,16000002,16000074,16000063,16000026,20260406T182314.000Z
15000440,0,16000030,16000012,16000061,16000071,16000065,16000064,20260406T184744.000Z
15000292,0,16000099,16000025,16000005,16000092,16000049,16000023,20260405T235258.000Z
15000292,0,16000099,16000025,16000005,16000092,16000049,16000023,20260405T235022.000Z
15000132,0,16000062,16000047,16000044,16000004,16000085,16000063,20260405T234043.000Z
15000132,1,16000062,16000047,16000044,16000004,16000085,16000063,20260405T233856.000Z
15000132,0,16000062,16000047,16000044,16000004,16000085,16000063,20260405T233645.000Z
15000306,1,16000040,16000014,16000085,16000026,16000023,16000025,20260405T233022.000Z
15000306,1,16000040,16000014,16000085,16000026,16000023,16000025,20260405T232814.000Z
15000010,0,16000061,16000051,16000004,16000012,16000063,16000083,20260405T225113.000Z
15000010,0,16000061,16000051,16000004,16000012,16000063,16000083,20260405T224850.000Z
15000083,1,16000094,16000098,16000042,16000099,16000012,16000065,20260406T153730.000Z
15000083,1,16000094,16000098,16000042,16000099,16000012,16000065,20260406T153511.000Z
15000050,0,16000005,16000004,16000017,16000012,16000098,16000023,20260406T184436.000Z
15000050,0,16000005,16000004,16000017,16000012,16000098,16000023,20260406T184227.000Z
15000011,1,16000074,16000103,16000002,16000014,16000059,16000045,20260406T175742.000Z
15000011,1,16000074,16000103,16000002,16000014,16000059,16000045,20260406T175552.000Z
15000007,1,16000005,16000044,16000002,16000025,16000081,16000089,20260406T174945.000Z
15000007,1,16000005,16000044,16000002,16000025,16000081,16000089,20260406T174806.000Z
15000132,0,16000098,16000102,16000004,16000035,16000063,16000023,20260406T173425.000Z
15000132,0,16000098,16000102,16000004,16000035,16000063,16000023,20260406T173202.000Z
15000022,0,16000042,16000029,16000046,16000021,16000064,16000015,20260406T172620.000Z
15000022,0,16000042,16000029,16000046,16000021,16000064,16000015,20260406T172401.000Z
15000293,0,16000063,16000085,16000005,16000044,16000081,16000102,20260406T171854.000Z
15000293,0,16000063,16000085,16000005,16000044,16000081,16000102,20260406T171636.000Z
15000072,1,16000046,16000078,16000079,16000036,16000012,16000005,20260406T171127.000Z
15000072,1,16000046,16000078,16000079,16000036,16000012,16000005,20260406T170952.000Z
15000019,0,16000025,16000046,16000099,16000012,16000019,16000094,20260406T161854.000Z
15000019,0,16000025,16000046,16000099,16000012,16000019,16000094,20260406T161616.000Z
15000019,1,16000025,16000046,16000099,16000012,16000019,16000094,20260406T161328.000Z
15000440,0,16000095,16000064,16000099,16000003,16000061,16000021,20260406T160804.000Z
15000440,0,16000095,16000064,16000099,16000003,16000061,16000021,20260406T160616.000Z
15000440,1,16000003,16000061,16000037,16000099,16000087,16000023,20260406T155921.000Z
15000440,1,16000003,16000061,16000037,16000099,16000087,16000023,20260406T155801.000Z
15000082,0,16000089,16000094,16000005,16000102,16000023,16000044,20260406T155244.000Z
15000082,0,16000089,16000094,16000005,16000102,16000023,16000044,20260406T155108.000Z
15000300,1,16000041,16000029,16000011,16000012,16000005,16000070,20260406T172551.000Z
15000300,0,16000041,16000029,16000011,16000012,16000005,16000070,20260406T172324.000Z
15000300,1,16000041,16000029,16000011,16000012,16000005,16000070,20260406T172114.000Z
15000072,0,16000078,16000056,16000012,16000015,16000014,16000065,20260406T171609.000Z
15000072,0,16000078,16000056,16000012,16000015,16000014,16000065,20260406T171321.000Z
15000010,1,16000004,16000095,16000099,16000028,16000014,16000057,20260406T170319.000Z
15000010,1,16000004,16000095,16000099,16000028,16000014,16000057,20260406T170112.000Z
15000010,0,16000004,16000095,16000099,16000028,16000014,16000057,20260406T165834.000Z
15000005,1,16000036,16000042,16000048,16000094,16000064,16000015,20260406T165418.000Z
15000005,1,16000036,16000042,16000048,16000094,16000064,16000015,20260406T165201.000Z
15000005,0,16000036,16000042,16000048,16000094,16000064,16000015,20260406T164945.000Z
15000010,0,16000095,16000014,16000040,16000019,16000038,16000005,20260406T164244.000Z
15000010,0,16000095,16000014,16000040,16000019,16000038,16000005,20260406T164035.000Z
15000010,1,16000095,16000014,16000040,16000019,16000038,16000005,20260406T163840.000Z
15000548,1,16000001,16000065,16000099,16000089,16000021,16000003,20260406T163323.000Z
15000548,1,16000001,16000065,16000099,16000089,16000021,16000003,20260406T163138.000Z
15000548,0,16000001,16000065,16000099,16000089,16000021,16000003,20260406T162936.000Z
15000011,1,16000012,16000059,16000023,16000005,16000011,16000014,20260406T162358.000Z
15000011,1,16000012,16000059,16000023,16000005,16000011,16000014,20260406T162214.000Z
15000306,1,16000083,16000063,16000085,16000014,16000002,16000067,20260406T161042.000Z
15000306,1,16000083,16000063,16000085,16000014,16000002,16000067,20260406T160840.000Z
