map,result,ally1,ally2,ally3,enemy1,enemy2,enemy3,id,order_index
15000143,1,16000089,16000085,16000012,16000099,16000023,16000098,0b5124562c711a217326a2c2dd56ad88,3306
15001021,1,16000040,16000089,16000059,16000098,16000099,16000001,e503e22c0aef8ff8edf479c37df01af5,3307
15001021,1,16000040,16000089,16000059,16000098,16000099,16000001,2d296c21da32b4f2a0b4aade2ed19c36,3308
15000143,1,16000002,16000098,16000023,16000012,16000040,16000099,21e88068979d3c4c1663796de94864da,3309
15000143,1,16000002,16000098,16000023,16000012,16000040,16000099,844847880cad7425a1fa66f34000ddfa,3310
15000118,0,16000089,16000086,16000002,16000006,16000044,16000030,99338a027c67b458b3ecc38010f26b10,3311
15000118,0,16000089,16000086,16000002,16000006,16000044,16000030,f40c179b6694bcc8a8e20c69498d6b12,3312
15000118,1,16000089,16000086,16000002,16000006,16000044,16000030,afec1c339a15069b9c6e3a03167beacf,3313
15000010,1,16000081,16000023,16000004,16000028,16000099,16000012,47536a34730728243907f8fd2853f6b7,3314
15000010,1,16000081,16000023,16000004,16000028,16000099,16000012,5fea32fb321990865d722fd502d9bacb,3315
15000022,0,16000054,16000065,16000023,16000061,16000020,16000012,5a7d4cd9b9afdde50774530388f4e849,3316
15000022,0,16000054,16000065,16000023,16000061,16000020,16000012,c0eae8b0cc486c2106985e65e3954048,3317
15000022,1,16000054,16000065,16000023,16000061,16000020,16000012,61a8830b1f842b805cb6767c7c59234b,3318
15000050,0,16000030,16000002,16000044,16000012,16000008,16000004,abb2278e6120086188be2a4e8d81ee58,3319
15000050,1,16000030,16000002,16000044,16000012,16000008,16000004,391faec325fe958d61f8eac67bd263cc,3320
15000050,0,16000030,16000002,16000044,16000012,16000008,16000004,4fdc29bd5e807287b96244107d86e828,3321
15000007,0,16000026,16000103,16000063,16000002,16000014,16000012,d09392febcd72f784ef88ae754c73922,3322
15000007,1,16000026,16000103,16000063,16000002,16000014,16000012,7102826feac205f21e12995de3b43de2,3323
15000007,0,16000026,16000103,16000063,16000002,16000014,16000012,68b2380a52a8ee621d991bc0f3a09516,3324
15000548,1,16000079,16000065,16000072,16000036,16000003,16000090,4d2fb4d9e90332da59982b31417245eb,3325
15000548,0,16000079,16000065,16000072,16000036,16000003,16000090,70e1d52c04ea0fc52b70e50cabadf0e5,3326
15000548,1,16000079,16000065,16000072,16000036,16000003,16000090,27985255e0f79a575dd3214fa80914a2,3327
15000007,1,16000026,16000089,16000083,16000081,16000059,16000002,602c375482172ba33fefa33009b39a21,3328
15000007,1,16000026,16000089,16000083,16000081,16000059,16000002,b6f3fb8d05df7219e7b8b523ba9d0c30,3329
15000007,0,16000026,16000089,16000083,16000081,16000059,16000002,628152116ceebbd9b509e5d9ee45000c,3330
15000053,1,16000004,16000026,16000075,16000020,16000063,16000001,addfd0d301337517c49e8efc6aceb4c1,3331
15000053,1,16000004,16000026,16000075,16000020,16000063,16000001,7c61d68f758935dc498a7bf6c64cd706,3332
15000118,1,16000030,16000023,16000041,16000059,16000050,16000001,4350f8fe3972cce45e379543e25756d7,3333
15000118,1,16000030,16000023,16000041,16000059,16000050,16000001,9a2dfe2b3ec6ec066dbda093189e47a0,3334
15000118,0,16000030,16000023,16000041,16000059,16000050,16000001,235498e82a7d047e9f89c55e0ebb899e,3335
15000703,1,16000003,16000023,16000064,16000012,16000005,16000046,71d8424e024c4d24030d93d12fb7fbcd,3336
15000703,1,16000003,16000023,16000064,16000012,16000005,16000046,a405840b8d17e01bd7ed9837e1c55cd5,3337
15000703,0,16000003,16000023,16000064,16000012,16000005,16000046,27c77c9b31d264897bd427895c1a220a,3338
15000019,1,16000029,16000019,16000002,16000070,16000012,16000001,ae0323f40eba4388a6854e1e4cb511c7,3339
15000019,1,16000029,16000019,16000002,16000070,16000012,16000001,0c5120820a32cd7868353c24278ee3dc,3340
15000440,1,16000022,16000066,16000061,16000065,16000021,16000064,399e6cb1cd706aa3fe69f53df2c67084,3341
15000440,1,16000022,16000066,16000061,16000065,16000021,16000064,9a95c1f28554d10fbcd3a9cb03c5c320,3342
15000010,1,16000023,16000004,16000014,16000063,16000035,16000057,4b15e98341668b91af1f820889daf3f2,3343
15000010,1,16000023,16000004,16000014,16000063,16000035,16000057,33a371b43aee0a6098ee2c7544a5a707,3344
15000053,1,16000075,16000005,16000082,16000004,16000083,16000020,b465a2d0cd2120b6d6a0c3f3125ba004,3345
15000053,1,16000075,16000005,16000082,16000004,16000083,16000020,85c7b7cf240e04b01c0f4bd7430bf18e,3346
15000011,1,16000063,16000014,16000026,16000028,16000095,16000004,77adcf3a783624f2e6954a31131e090a,3347
15000011,1,16000063,16000014,16000026,16000028,16000095,16000004,f3cf4f75ea17d40a0d29b08c6b6aedcf,3348
15000019,1,16000003,16000074,16000036,16000001,16000075,16000019,5cdf977a6a1c298203cbc355cd5b2aea,3349
15000019,1,16000003,16000074,16000036,16000001,16000075,16000019,3486738d5d3a5c9eb1fb51748755bf66,3350
15000019,0,16000003,16000074,16000036,16000001,16000075,16000019,446b1f452aaab9691280bc4607b30f86,3351
15000548,1,16000003,16000061,16000046,16000065,16000021,16000042,08934cf92ad027a5a1a6e9849f40740f,3352
15000548,1,16000003,16000061,16000046,16000065,16000021,16000042,dd0433a4d88191253c46367b1b08f6ad,3353
15000019,1,16000094,16000003,16000074,16000075,16000001,16000056,9f97e213bd72a8d1851722d1e5a6d935,3354
15000019,1,16000094,16000003,16000074,16000075,16000001,16000056,3cc951e4200a7f282a9e6139baf983ef,3355
15000025,1,16000011,16000063,16000045,16000098,16000026,16000044,92216252751a737dc793788c2f3e9896,3356
15000025,1,16000011,16000063,16000045,16000098,16000026,16000044,c1d57e60a8266e375ef82874b8b37100,3357
15000083,1,16000063,16000031,16000046,16000099,16000023,16000011,21562fe414e85eac3bb601f1d101c9e0,3358
15000083,1,16000063,16000031,16000046,16000099,16000023,16000011,10656223f4ee5b4e3544bb49a128e492,3359
15000072,1,16000099,16000036,16000046,16000001,16000015,16000079,41eee6379f69c84bd8ba60a4e5dcc2e3,3360
15000072,1,16000099,16000036,16000046,16000001,16000015,16000079,e837ad5bcfbbf12c9da820fd740dac62,3361
15000053,1,16000075,16000082,16000026,16000050,16000077,16000011,f2e638ad889a26e81df2898036d27dd2,3362
15000053,1,16000075,16000082,16000026,16000050,16000077,16000011,c230aebccc2ce89458ed70fbc26d8273,3363
15000083,0,16000059,16000005,16000086,16000042,16000095,16000023,76b28098025ae4b8c875ef58d1834cb7,3364
15000083,0,16000059,16000005,16000086,16000042,16000095,16000023,012c64ef8973162415f8fb683f35151f,3365
15000292,0,16000089,16000063,16000011,16000074,16000092,16000099,c4952bba2890216c87708668615b6086,3366
15000292,0,16000089,16000063,16000011,16000074,16000092,16000099,3ea67c5334d9e8906d4fc8823ff38929,3367
15000072,0,16000099,16000083,16000103,16000001,16000074,16000042,661bea9475b1fc3ffda57fc6d715999d,3368
15000072,0,16000099,16000083,16000103,16000001,16000074,16000042,137832932409bcb2bc785d18257cda04,3369
15000083,0,16000015,16000089,16000023,16000012,16000029,16000019,14db9fe647dea4d8941543bffb3024d9,3370
15000083,0,16000015,16000089,16000023,16000012,16000029,16000019,a6c25261c0a1ed9227ec725a3f6c4944,3371
15000143,1,16000099,16000045,16000030,16000012,16000044,16000063,6bf3300715f6bd166f017dbb4875b221,3372
15000143,1,16000099,16000045,16000030,16000012,16000044,16000063,bd8565a51d147e2cc1d9d89131055dfe,3373
15000082,0,16000023,16000099,16000089,16000011,16000061,16000062,12c68646bf00a834ebc7482a8e9050b3,3374
15000082,0,16000023,16000099,16000089,16000011,16000061,16000062,78888f718877558c321d690ecada6a20,3375
15000548,1,16000003,16000021,16000061,16000036,16000079,16000015,23655f0f8381d5ae5e341f106bc76b3f,3376
15000548,1,16000003,16000021,16000061,16000036,16000079,16000015,1295f774bedb6161f1b7229104917762,3377
15000548,0,16000003,16000021,16000061,16000036,16000079,16000015,d33406783cd8aa0ca66321c383f2fd36,3378
15000440,0,16000021,16000048,16000012,16000037,16000023,16000042,105f4baeb8943a5b52e91673d8c99c31,3379
15000440,0,16000021,16000048,16000012,16000037,16000023,16000042,3fe228bbf8650fc0cc137b590fc60221,3380
15000053,1,16000073,16000004,16000059,16000070,16000075,16000094,b5918d319838dfc7555a645de60a0a9a,3381
15000053,1,16000073,16000004,16000059,16000070,16000075,16000094,db76167298be5d3d799397c41170ab19,3382
15000083,1,16000042,16000005,16000031,16000079,16000061,16000012,766178081d2d23f0df8dd666953c56ab,3383
15000083,1,16000042,16000005,16000031,16000079,16000061,16000012,f0e3686472f638fabd5effdf6a6058e9,3384
15000143,0,16000012,16000001,16000063,16000023,16000102,16000089,2d9429a8353e34012aaa6fb68c398591,3385
15000143,0,16000012,16000001,16000063,16000023,16000102,16000089,baf95d5adf1590d5f3cb2c22b52d19e8,3386
15000010,0,16000023,16000081,16000063,16000014,16000017,16000012,087fd5e9950f018ff9f5f08ded352c3c,3387
15000010,0,16000023,16000081,16000063,16000014,16000017,16000012,8bca0ae6ccb37c7dadb47913116d9a64,3388
15000115,0,16000025,16000005,16000011,16000030,16000017,16000059,ca7d9e04045450b5d20a2f7916018604,3389
15000115,0,16000025,16000005,16000011,16000030,16000017,16000059,6e8376cf91808320f9b9f1469548a3b8,3390
15000010,0,16000005,16000081,16000059,16000086,16000023,16000014,ae52b2402857855d11fd20434b53e4af,3391
15000010,1,16000005,16000081,16000059,16000086,16000023,16000014,034412a5f1b4aca9f1a72018acc1f06a,3392
15000010,0,16000005,16000081,16000059,16000086,16000023,16000014,ebd5ac3a41434036b2d1afd5c09d3976,3393
15000053,1,16000002,16000025,16000099,16000083,16000014,16000004,034f6fc3fa79b6067c330db9d472667e,3394
15000053,0,16000002,16000025,16000099,16000083,16000014,16000004,cbc1579428e40d0e96026dc46ab5d238,3395
15000053,1,16000002,16000025,16000099,16000083,16000014,16000004,2ba2df990163bc41f8f2a3f871a26cb4,3396
15000548,0,16000021,16000036,16000099,16000079,16000046,16000061,558a1baf5fd9ac166d490df5d264f0ff,3397
15000548,1,16000021,16000036,16000099,16000079,16000046,16000061,16ed8baa9123634d952b638df0fbe3d0,3398
15000548,0,16000021,16000036,16000099,16000079,16000046,16000061,d67f61c0f3bc701ac956aa01020e116e,3399
15000019,0,16000079,16000001,16000014,16000099,16000025,16000029,4677455c887e1375d125e9a7cd0ec1c7,3400
15000019,0,16000079,16000001,16000014,16000099,16000025,16000029,ac36fdca61a5af82adee2289c3642953,3401
15000440,1,16000015,16000076,16000064,16000070,16000022,16000081,402fc90876c4f8eab320cecfb4777b56,3402
15000440,1,16000015,16000076,16000064,16000070,16000022,16000081,b122defa0104127766feba083e078ff6,3403
15000440,0,16000015,16000076,16000064,16000070,16000022,16000081,6baafaf3c8a157114412df5eb2d64ddb,3404
15000050,1,16000051,16000004,16000030,16000023,16000083,16000102,ca0ad5781b1644cb0c4b7d4661b471db,3405
15000050,1,16000051,16000004,16000030,16000023,16000083,16000102,32e8d6a0947c63ecfb2c0bb4e1eae95b,3406
15000548,1,16000046,16000015,16000079,16000029,16000030,16000043,514388290af3954944cd2d07a467f012,3407
15000548,1,16000046,16000015,16000079,16000029,16000030,16000043,5632578a96c8a97f642361a0041cdc11,3408
15000306,1,16000077,16000074,16000086,16000083,16000014,16000019,4f8be9657c928f194fccaa6ccbc87818,3409
15000306,1,16000077,16000074,16000086,16000083,16000014,16000019,f83be49dd170df1cc92ec81cd83e625a,3410
15000011,1,16000019,16000074,16000023,16000063,16000102,16000103,0b23db237e309b38fe6ecc986e9081ed,3411
15000011,1,16000019,16000074,16000023,16000063,16000102,16000103,ab5a092f835388b96cdfcf1f9fc1b7a8,3412
15000292,1,16000019,16000042,16000035,16000102,16000086,16000026,f7d475c83471a2523ec62a2a7658adcc,3413
15000292,1,16000019,16000042,16000035,16000102,16000086,16000026,f928ad90844ab9ab19743b81b5d9b7fb,3414
15000118,1,16000089,16000090,16000004,16000044,16000001,16000035,7988854a0d2202df23ed3388ea0cd1a1,3415
15000118,1,16000089,16000090,16000004,16000044,16000001,16000035,0ea546545bac4b37cb8c1452157b4847,3416
15000703,1,16000003,16000081,16000004,16000004,16000029,16000001,eab4338184e52de3195de42a004988b7,3417
15000022,1,16000036,16000015,16000001,16000001,16000015,16000022,c8685dbbcaa57711bddb76d367ba9714,3418
15000306,0,16000000,16000014,16000013,16000049,16000071,16000030,7f6492107372ea4c77feda10b8765bd1,3419
15000053,1,16000004,16000063,16000002,16000025,16000065,16000004,ef64460b8c3f35a08eea72b84e4ac3c9,3420
15000082,1,16000004,16000011,16000019,16000099,16000098,16000009,d640d7e2afc6168a524fce1ded80c6a1,3421
15000072,1,16000004,16000079,16000001,16000011,16000022,16000012,73ba8a3f0cd86bf9b7a7bb916a363636,3422
15000115,1,16000070,16000030,16000011,16000026,16000067,16000045,9cd38f06cd5c426732c9d17e80bc2b36,3423
15000293,1,16000070,16000077,16000011,16000077,16000070,16000030,55964fe3aca2b94ecd6e0443ab0cd7ac,3424
15000293,0,16000012,16000082,16000038,16000077,16000069,16000022,e70eaac88e536031ca1408f881a4c6a8,3425
15000548,1,16000061,16000015,16000079,16000004,16000070,16000079,f410cd844ec0cfdfa05133c78efebc5d,3426
15000019,1,16000099,16000073,16000012,16000019,16000059,16000001,b9a43b54ff1596e8c6b3cc900f4df552,3435
15000019,1,16000099,16000073,16000012,16000019,16000059,16000001,436a624aedc71eb1474c1dbac30ebc16,3436
15000019,0,16000099,16000073,16000012,16000019,16000059,16000001,24cc25b0cc16f006416e48f43a45a8a6,3437
15000292,1,16000083,16000082,16000011,16000026,16000103,16000099,e27252e8108cc96efb0d4f3f5cfaa52b,3438
15000292,1,16000083,16000082,16000011,16000026,16000103,16000099,05cd079cc1aaa2549fd20df910f5cd30,3439
15000292,0,16000083,16000082,16000011,16000026,16000103,16000099,8512e88673eff8b340a47aeeea5c7429,3440
15000018,0,16000079,16000058,16000078,16000061,16000012,16000073,208db1861db38bef611bd2263be4ad52,3441
15000018,0,16000079,16000058,16000078,16000061,16000012,16000073,bca208fcf0ff17ebc2788fe9ffa59134,3442
15000018,1,16000079,16000058,16000078,16000061,16000012,16000073,ad09578696b5a92eda21c25459ff1bee,3443
15000368,1,16000004,16000005,16000011,16000003,16000023,16000037,aafaa1852e0edd78c0dfd4548df3b7a2,3444
15000368,1,16000004,16000005,16000011,16000003,16000023,16000037,f83b663fa6fccece2e99c2636c5e91ce,3445
15000019,0,16000036,16000081,16000071,16000099,16000046,16000079,0b8eeb3afa8e2d4ffb14892c7a11a6b7,3446
15000019,0,16000036,16000081,16000071,16000099,16000046,16000079,ff9762d5222994bb798802fb6c193953,3447
15000292,0,16000002,16000098,16000099,16000078,16000012,16000011,061df11fb4f6cb55f3084d41fad1fda5,3448
15000292,0,16000002,16000098,16000099,16000078,16000012,16000011,ef3e664605733e65a1481ff740a7ef0e,3449
15000143,1,16000089,16000099,16000001,16000059,16000063,16000086,b16822aed13a8f3ee5a64cbe4b12ddaa,3450
15000143,1,16000089,16000099,16000001,16000059,16000063,16000086,49c05a7bb6c60febf57ac7a06b9f1f65,3451
15000143,0,16000089,16000099,16000001,16000059,16000063,16000086,83b2192278c21549e035cde79a40d1cc,3452
15001021,0,16000002,16000063,16000102,16000001,16000086,16000099,2026f98f3510545cd30fab690f52a058,3453
15001021,0,16000002,16000063,16000102,16000001,16000086,16000099,961cc4c4e2ae4d3c6ba9fc116922071c,3454
15000548,0,16000023,16000042,16000046,16000012,16000061,16000099,76e03458492f3118656936e0021035b2,3455
15000548,1,16000023,16000042,16000046,16000012,16000061,16000099,ec46006b4bd355a10365a3df4ac8bca1,3456
15000548,0,16000023,16000042,16000046,16000012,16000061,16000099,dc1f7a06ced265d3de44ce674daf80bc,3457
15001021,0,16000089,16000002,16000044,16000099,16000085,16000063,83245062f6064f38a0af0925ea82ee7e,3458
15001021,0,16000089,16000002,16000044,16000099,16000085,16000063,b4695f7aa105bde2ae717a031f5d6fb9,3459
15000010,1,16000063,16000011,16000002,16000083,16000086,16000099,2f89789ccae3f0e53b1090b85efb049b,3460
15000010,1,16000063,16000011,16000002,16000083,16000086,16000099,b6be62df9c70004be0bcf872f0e5dfc5,3461
15000025,0,16000026,16000063,16000098,16000030,16000077,16000023,51126632ac47fd28417971a12804ba1c,3462
15000025,0,16000026,16000063,16000098,16000030,16000077,16000023,33f0e50e9fe83eaa807fc93270481dd3,3463
15001021,1,16000000,16000098,16000063,16000026,16000005,16000044,a560a5e07fbf51aaa8ff00c0176cbab5,3464
15001021,1,16000000,16000098,16000063,16000026,16000005,16000044,ced0a82bc25dde1a0fcc8de36ba67372,3465
15000050,1,16000008,16000011,16000012,16000097,16000029,16000001,42fdb18d81e3c1aece27f917a8d24b74,3466
15000050,1,16000008,16000011,16000012,16000097,16000029,16000001,528d61f09f2539865ad17c384ee8b6b0,3467
15000050,1,16000004,16000063,16000103,16000077,16000099,16000095,d97a5f98722abd18778fc57866a290f4,3483
15000050,0,16000004,16000063,16000103,16000077,16000099,16000095,3240abc7630208f7485445eeb49a1388,3484
15000050,1,16000004,16000063,16000103,16000077,16000099,16000095,51a99d04d552b1091a65b55502f784cd,3485
15000083,0,16000015,16000005,16000011,16000089,16000070,16000046,dffea91249546437a2ba33e69a158d6a,3486
15000083,1,16000015,16000005,16000011,16000089,16000070,16000046,b97edb84f955b3f637683a6c65031724,3487
15000083,0,16000015,16000005,16000011,16000089,16000070,16000046,b0defe7f75b26e099cc933ffe6da147a,3488
15000019,0,16000103,16000059,16000025,16000019,16000002,16000001,48808e5b0c2d86a8ec3edaaa067f12d0,3489
15000019,0,16000103,16000059,16000025,16000019,16000002,16000001,39ee00a011e609e0b2ef29260c24bfa5,3490
15000019,1,16000103,16000059,16000025,16000019,16000002,16000001,b010d5994476b797a3e8b46bf56f4415,3491
15000083,0,16000046,16000036,16000012,16000011,16000093,16000042,c01cf008c973d3e38200709ef32f76fa,3492
15000083,0,16000046,16000036,16000012,16000011,16000093,16000042,706a17faee9fd03e798c20f963df9eb8,3493
15000010,1,16000011,16000012,16000063,16000059,16000057,16000004,f07500d8978693da7518f3628d78c3bf,3494
15000010,1,16000011,16000012,16000063,16000059,16000057,16000004,d275c325ab8b46bbe768a88fba4adae5,3495
15001021,0,16000063,16000098,16000004,16000012,16000099,16000045,759eada9a07b7df836c64ee8c87733b3,3496
15001021,1,16000063,16000098,16000004,16000012,16000099,16000045,4485e3c4b50718cce9c9e42f87b2a9b8,3497
15001021,0,16000063,16000098,16000004,16000012,16000099,16000045,ffd393039efeafe69fb9bba59c15ec63,3498
15000548,0,16000021,16000099,16000005,16000031,16000061,16000023,44488db8bd8cfa7183872f2516f58d5c,3499
15000548,0,16000021,16000099,16000005,16000031,16000061,16000023,efbd6af4d7bf0845a0654787e8524b91,3500
15000293,1,16000085,16000030,16000066,16000087,16000096,16000083,4c877ec63661dd32ade3b4cc45dd61be,3501
15000293,0,16000085,16000030,16000066,16000087,16000096,16000083,da9f64b69c821d946e91e9dfb033c14e,3502
15000293,1,16000085,16000030,16000066,16000087,16000096,16000083,8f123fa538cf0c82630215bc71d612e3,3503
15000011,1,16000059,16000004,16000035,16000012,16000014,16000011,2a0fec0654c7d9b51a67f06b1488d497,3504
15000011,1,16000059,16000004,16000035,16000012,16000014,16000011,fff3c7f0af13f7d2c3070d1401b254d3,3505
15000007,1,16000004,16000085,16000057,16000017,16000089,16000021,7f8065f3ea39747a7bbf0597b493502f,3506
15000007,0,16000004,16000085,16000057,16000017,16000089,16000021,dc2b0e92b09034c94d8b27747c0907da,3507
15000007,1,16000004,16000085,16000057,16000017,16000089,16000021,e9e818dbf7d12a0b746cc8299b08b123,3508
15000703,0,16000026,16000079,16000102,16000103,16000003,16000001,6288bf049205e608aae8dd5f427b8656,3509
15000703,0,16000026,16000079,16000102,16000103,16000003,16000001,e53fa7568d5f58fa7abc37e55ca7bf7f,3510
15000118,1,16000012,16000025,16000086,16000000,16000005,16000070,fe7e6cefe40dc58d10510edea1c2eaef,3511
15000118,1,16000012,16000025,16000086,16000000,16000005,16000070,7fa78c83a8f0a218bbce906b8d7ad34b,3512
15000368,0,16000064,16000023,16000004,16000061,16000003,16000021,d69caf0854e9583f784bf54d51f9e6ad,3513
15000368,1,16000064,16000023,16000004,16000061,16000003,16000021,5a7ddabe4b9328f8eb754a7257bfead1,3514
15000368,0,16000064,16000023,16000004,16000061,16000003,16000021,2d46a4a1672911ae6f7a0ef8000f178f,3515
15000143,1,16000002,16000085,16000012,16000099,16000000,16000095,649499fac4d059542aa67df6f8bbaf1d,3516
15000143,1,16000002,16000085,16000012,16000099,16000000,16000095,763a532daf268e9bc7ba784e580a93f3,3517
15000548,0,16000036,16000061,16000003,16000021,16000099,16000079,a87deca1c15d13fa01285335df94ae71,3518
15000548,0,16000036,16000061,16000003,16000021,16000099,16000079,c645ca64ac6c56c6ab24def8bb8c42d5,3519
15000548,1,16000036,16000061,16000003,16000021,16000099,16000079,e5a13574e8f36377ee143d6fc225d5a7,3520
15000010,0,16000100,16000012,16000011,16000102,16000002,16000004,b9712a80d948432af382904c9db379fc,3521
15000010,0,16000100,16000012,16000011,16000102,16000002,16000004,4376603e77555047aba60d951e8491cb,3522
15000007,0,16000090,16000005,16000009,16000085,16000004,16000012,50bff5692c37bf7b6570d6fa3bc03519,3523
15000007,0,16000090,16000005,16000009,16000085,16000004,16000012,b4d96e1b169ce636ae855f732c932c22,3524
15000072,0,16000036,16000056,16000012,16000059,16000001,16000042,48d03f9cf2bd420aa6645f00f0d6ae53,3525
15000072,0,16000036,16000056,16000012,16000059,16000001,16000042,0d4a932105a6fff9bea92cb7453cba1e,3526
15000072,1,16000036,16000056,16000012,16000059,16000001,16000042,02f064df234dc445bfbe446bf9781fd1,3527
15000022,0,16000025,16000094,16000021,16000097,16000044,16000046,88b6b4d394b1b3f3edd0d7c7a236d8ce,3528
15000022,0,16000025,16000094,16000021,16000097,16000044,16000046,550db6567d7155f0bd396e790332cde3,3529
15000022,1,16000025,16000094,16000021,16000097,16000044,16000046,8aef41db4887abe593d1addf9315aafe,3530
15000007,1,16000004,16000063,16000090,16000023,16000012,16000059,c24c7e28db2fdfb4142a4da020184eb7,3531
15000007,1,16000004,16000063,16000090,16000023,16000012,16000059,66eef4dfab1c7d9f8cb4f39e7af55229,3532
15000010,1,16000004,16000026,16000023,16000063,16000083,16000103,1eca79205b7788b2c0e9074f73da828e,3533
15000010,1,16000004,16000026,16000023,16000063,16000083,16000103,f00e100cadfc8c26333d5d0b187e7cb4,3534
15000010,0,16000004,16000026,16000023,16000063,16000083,16000103,19fe0b2145340796b26cbcd443863e64,3535
15000115,1,16000059,16000089,16000097,16000057,16000012,16000099,41db7f716358755a41b2337da3715a53,3536
15000115,1,16000059,16000089,16000097,16000057,16000012,16000099,3ce2fbf6a5ebdcfcca0b4af5be313ef5,3537
15000703,1,16000015,16000003,16000021,16000064,16000042,16000036,e6292e75cd8d23a91e4f9a2327b6b378,3538
15000703,1,16000015,16000003,16000021,16000064,16000042,16000036,fd3d532761ff6a6532f900e8e5b1d772,3539
15000703,0,16000015,16000003,16000021,16000064,16000042,16000036,3e1daaa8e72723be390b965ef8d024db,3540
15000292,0,16000044,16000102,16000012,16000098,16000063,16000089,124604ea673906736dad7f8396bdff75,3541
15000292,0,16000044,16000102,16000012,16000098,16000063,16000089,77a9af98dac984f9266bdd42b656aa11,3542
15000072,1,16000053,16000056,16000001,16000036,16000049,16000079,e97477d93c20b5b98c91d704b734e312,3543
15000072,1,16000053,16000056,16000001,16000036,16000049,16000079,059008c54c244e6fe60e0d304cb6caeb,3544
15000132,1,16000001,16000023,16000012,16000004,16000008,16000070,7678d12ee6f29477cd11d4d31c1ebd5e,3545
15000132,1,16000001,16000023,16000012,16000004,16000008,16000070,f056d3d99a1d04fdce78497b490b5858,3546
15000293,1,16000030,16000067,16000023,16000008,16000087,16000066,10ea5c5987c69e771d60d58bda8f9a09,3547
15000293,1,16000030,16000067,16000023,16000008,16000087,16000066,ff8e00a2004e8897f296bd1ca9eba1e6,3548
15000053,1,16000026,16000004,16000025,16000096,16000082,16000008,21cba1b6c931c9991f98a801408f3cda,3549
15000053,1,16000026,16000004,16000025,16000096,16000082,16000008,6ddc1d5772f1907e6c7b7e0cb228a9ef,3550
15000053,0,16000026,16000004,16000025,16000096,16000082,16000008,5eb1e6ee4f96ba33bfcec4cc96fb4663,3551
15000082,1,16000037,16000023,16000011,16000102,16000005,16000002,efab944360ce051f3a4fc31cbabe8d5d,3552
15000082,1,16000037,16000023,16000011,16000102,16000005,16000002,d01d8c10e80ac479632dfa17d977363d,3553
15000548,1,16000021,16000061,16000058,16000036,16000005,16000023,33f1312477d8111ef74e8bffc9590039,3554
15000548,1,16000021,16000061,16000058,16000036,16000005,16000023,c25d384cc1a95ad333de487e23813e6e,3555
15000115,1,16000102,16000071,16000099,16000063,16000081,16000005,010d12370c04150d6249e98130f71db4,3556
15000115,0,16000102,16000071,16000099,16000063,16000081,16000005,ac65c3fff9815870066155cc9ba87d66,3557
15000115,1,16000102,16000071,16000099,16000063,16000081,16000005,07766c23a4e8f7f94e8dffc24d055220,3558
15000306,0,16000014,16000102,16000012,16000059,16000011,16000030,d813065fa3b77967e97bcf1077518b5a,3559
15000306,0,16000014,16000102,16000012,16000059,16000011,16000030,0a8aff1f025ba5bd4c3a8b6d8495c80f,3560
15000306,1,16000014,16000102,16000012,16000059,16000011,16000030,6a01a076c56826b4f4960b022ee48db0,3561
15000019,1,16000014,16000012,16000001,16000046,16000079,16000003,f232542a7e568f01208e196c8dea12a1,3562
15000019,1,16000014,16000012,16000001,16000046,16000079,16000003,f55655207b4276b7f874e917979fab51,3563
15000005,1,16000011,16000061,16000046,16000079,16000021,16000015,f6cc9b88f283f3708cd2b7c387e0c6b5,3564
15000005,1,16000011,16000061,16000046,16000079,16000021,16000015,009e54c331e3592825bf9770f5708573,3565
15000072,1,16000012,16000015,16000042,16000003,16000036,16000001,0fe81e1018a0361227437623aeb0e9e0,3566
15000072,0,16000012,16000015,16000042,16000003,16000036,16000001,6cc54bef939e5b93f8ee59df73a1ca38,3567
15000072,1,16000012,16000015,16000042,16000003,16000036,16000001,83460e871a9308a20317b3162b476dd4,3568
15000007,1,16000083,16000087,16000012,16000098,16000095,16000002,f8f518b7b4323a8cc8afb0ecb2420d0e,3569
15000007,1,16000083,16000087,16000012,16000098,16000095,16000002,4f6294126efa8be301075f8b8a54ce6e,3570
15000010,0,16000023,16000063,16000004,16000005,16000095,16000012,f64ebd4b438ef342f03160019e4f3df1,3571
15000010,1,16000023,16000063,16000004,16000005,16000095,16000012,a1c7a758908f9604c1878e7a83b0cc6f,3572
15000010,0,16000023,16000063,16000004,16000005,16000095,16000012,d82685e030602aba9a5bfd34af47bba0,3573
15000306,1,16000087,16000101,16000012,16000085,16000030,16000044,4b4473e45bbea4ae978f2a9363eb6051,3574
15000306,1,16000087,16000101,16000012,16000085,16000030,16000044,7343be45ce6453763264a3be5d1972cd,3575
15000292,1,16000023,16000014,16000101,16000041,16000005,16000025,6fba88c74ea32bdb495eb383af1ba46e,3576
15000292,1,16000023,16000014,16000101,16000041,16000005,16000025,95c8f21103ce8a6c6f63243814f766f1,3577
15000083,0,16000014,16000042,16000036,16000061,16000098,16000012,2e0f5a97be29402936960644efeafe3f,3578
15000083,0,16000014,16000042,16000036,16000061,16000098,16000012,cfeb818405892bd2e3e4924fb3285b6d,3579
15000083,0,16000061,16000066,16000064,16000031,16000021,16000046,a12ef29fd86d35068dd3e41bf2d5b1d4,3580
15000083,0,16000061,16000066,16000064,16000031,16000021,16000046,990a80ee55c27827296741716aa86c0c,3581
